Election ,JURISDICTION,City/District #,Position_Type,Number_of_Muslims,Impact,Vote_Difference,Name_1,Votes_1,Name_2,Votes_2
General_2022,Legislative,District 28,Pos. 2,441,< 25%,5390,Dan Bronoske,25886,Susanna Keilman,20496
General_2022,Legislative,District 29,Pos. 1,281,< 25%,5340,Melanie Morgan,21764,Brett Johnson,16424
General_2022,Legislative,District 29,Pos. 2,281,< 25%,6479,Sharlett Mena,22316,David H. Figuracion,15837
General_2022,Legislative,District 30,Pos. 2,1330,< 25%,5783,Kristine Reeves,23909,Ashli Tagoai,18126
General_2022,Legislative,District 30,Pos. 1,1330,25-50%,4555,Jamila E. Taylor,23355,Casey Jones,18800
General_2022,Legislative,District 31,Pos. 1,327,< 25%,13122,Drew Stokesbary,39051,Holly Stanton,25929
General_2022,Legislative,District 31,Pos. 2,327,< 25%,15717,Eric E. Robertson,40206,Carrie Wilbur,24489
General_2022,Legislative,District 32,Pos. 1,1771,< 25%,39883,Cindy Ryu,51038,Lori Theis,11155
General_2022,Legislative,District 32,Pos. 2,1771,< 25%,37402,Lauren Davis,50403,Anthony Hubbard,13001
General_2022,Legislative,District 33,Pos. 1,2936,< 25%,30342,Tina L. Orwall,31945,Write-In,1603
General_2022,Legislative,District 33,Pos. 2,2936,< 25%,29523,Mia Su-Ling Gregerson,31075,Write-In,1552
General_2022,Legislative,District 34,Pos. 1,1767,< 25%,26731,Emily Alvarado,44486,Leah Griffin,17755
General_2022,Legislative,District 34,Pos. 2,1767,< 25%,45677,Joe Fitzgibbon,57269,Andrew Pilloud,11592
General_2022,Legislative,District 35,Pos. 1,115,< 25%,13479,Daniel Griffey,43938,James DeHart,30459
General_2022,Legislative,District 35,Pos. 2,115,< 25%,4683,Travis Couture,39445,Sandy Kaiser,34762
General_2022,Legislative,District 36,Pos. 1,773,< 25%,38174,Julia G. Reed,55251,Jeff Manson,17077
General_2022,Legislative,District 36,Pos. 2,773,< 25%,60863,Liz Berry,61797,Write-In,934
General_2022,Legislative,District 37,Pos. 1,3259,< 25%,48976,Sharon Tomiko Santos,54088,John Dickinson,5112
General_2022,Legislative,District 37,Pos. 2,3259,> 50%,5596,Chipalo Street,30275,Emijah Smith,24679
General_2022,Legislative,District 38,Pos. 1,816,< 25%,8833,Julio Cortes,30209,Gary Kemp,21376
General_2022,Legislative,District 38,Pos. 2,816,< 25%,7272,Mary Fosse,29373,Mark James,22101
General_2022,Legislative,District 39,Pos. 1,362,< 25%,7021,Sam Low,31997,Robert J. Sutherland,24976
General_2022,Legislative,District 39,Pos. 2,362,< 25%,12437,Carolyn Eslick,38519,Jessica Wadhams,26082
General_2022,Legislative,District 40,Pos. 1,204,< 25%,29280,Debra Lekanoff,52488,Shannon Perkes,23208
General_2022,Legislative,District 40,Pos. 2,204,< 25%,32348,Alex Ramel,47326,Trevor Smith,14978
General_2022,Legislative,District 41,Pos. 1,1714,< 25%,32038,Tana Senn,46624,Mike Nykreim,14586
General_2022,Legislative,District 41,Pos. 2,1714,< 25%,23496,My-Linh T. Thai,43512,Al Rosenthal,20016
General_2022,Legislative,District 42,Pos. 1,292,< 25%,2651,Alicia Rule,38871,Tawsha (Dykstra) Thompson,36220
General_2022,Legislative,District 42,Pos. 2,292,< 25%,1952,Joe Timmons,38381,Dan Johnson,36429
General_2022,Legislative,District 43,Pos. 1,980,< 25%,50027,Nicole Macri,50700,Write-In,673
General_2022,Legislative,District 43,Pos. 2,980,< 25%,49368,Frank Chopp,50175,Write-In,807
General_2022,Legislative,District 44,Pos. 2,1359,< 25%,8343,April Berg,35582,Ryne Rohla,27239
General_2022,Legislative,District 44,Pos. 1,1359,25-50%,4241,Brandy Donaghy,33603,Mark Harmsworth,29362
General_2022,Legislative,District 45,Pos. 1,2310,< 25%,25771,Roger Goodman,45739,Cherese Bourgoin,19968
General_2022,Legislative,District 45,Pos. 2,2310,< 25%,29617,Larry Springer,47282,John P. Gibbons,17665
General_2022,Legislative,District 46,Pos. 1,1266,< 25%,44350,Gerry Pollet,53179,Hadeel Jeanne,8829
General_2022,Legislative,District 46,Pos. 2,1266,< 25%,12463,Darya Farivar,38602,Lelach Rave,26139
General_2022,Legislative,District 47,Pos. 2,2308,< 25%,13861,Chris Stearns,27057,Shukri Olow,13196
General_2022,Legislative,District 47,Pos. 1,2308,25-50%,7146,Debra Jean Entenman,28385,Kyle Lyebyedyev,21239
General_2022,Legislative,District 48,Pos. 1,2036,< 25%,32644,Vandana Slatter,33914,Write-In,1270
General_2022,Legislative,District 48,Pos. 2,2036,< 25%,32270,Amy Walen,33557,Write-In,1287
General_2022,Legislative,District 49,Pos. 1,397,< 25%,12429,Sharon Wylie,31967,Park Llafet,19538
General_2022,Legislative,District 49,Pos. 2,397,< 25%,11375,Monica Jurado Stonier,31573,Jeremy Baker,20198
General_2020,Legislative,District 1,Pos. 1,1495,< 25%,28763,Davina Duerr,58019,Adam Bartholomew,29256
General_2020,Legislative,District 1,Pos. 2,1495,< 25%,23926,Shelley Kloba,55622,Jeb Brewer,31696
General_2020,Legislative,District 2,Pos. 1,227,< 25%,62432,Andrew Barkis,65621,Write-In,3189
General_2020,Legislative,District 2,Pos. 2,227,< 25%,25600,JT Wilcox,53552,Veronica Whitcher Rockett,27952
General_2020,Legislative,District 3,Pos. 1,330,< 25%,14011,Marcus Riccelli,40124,Laura D Carder,26113
General_2020,Legislative,District 3,Pos. 2,330,< 25%,16831,Timm Ormsby,41298,Bob Apple,24467
General_2020,Legislative,District 4,Pos. 1,213,< 25%,18633,Bob McCaslin,54119,Lori Feagan,35486
General_2020,Legislative,District 4,Pos. 2,213,< 25%,21570,Rob Chase,55124,Lance Gurel,33554
General_2020,Legislative,District 5,Pos. 1,774,< 25%,19578,Bill Ramos,55109,Ken Moninski,35531
General_2020,Legislative,District 5,Pos. 2,774,< 25%,56892,Lisa Callan,64086,Write-In,7194
General_2020,Legislative,District 6,Pos. 1,356,< 25%,3384,Mike Volz,44537,Zack Zappone,41153
General_2020,Legislative,District 6,Pos. 2,356,< 25%,7355,Jenny Graham,46158,Tom McGarry,38803
General_2020,Legislative,District 7,Pos. 1,51,< 25%,37512,Jacquelin Maycumber,61485,Georgia D. Davenport,23973
General_2020,Legislative,District 7,Pos. 2,51,< 25%,41880,Joel Kretz,62615,JJ Wandler,20735
General_2020,Legislative,District 8,Pos. 1,471,< 25%,25002,Brad Klippert,51981,Shir Regev,26979
General_2020,Legislative,District 8,Pos. 2,471,< 25%,43594,Matt Boehnke,59046,Larry Stanley,15452
General_2020,Legislative,District 9,Pos. 1,168,< 25%,32317,Mary Dye,48408,Brett Borden,16091
General_2020,Legislative,District 9,Pos. 2,168,< 25%,51269,Joe Schmick,53707,Write-In,2438
General_2020,Legislative,District 10,Pos. 1,133,< 25%,891,Greg Gilday,45768,Angie Homola,44877
General_2020,Legislative,District 10,Pos. 2,133,< 25%,738,Dave Paul,46199,Bill Bruch,45461
General_2020,Legislative,District 11,Pos. 1,2381,< 25%,15440,David Hackney,36414,Zack Hudgins,20974
General_2020,Legislative,District 11,Pos. 2,2381,< 25%,27618,Steve Bergquist,47074,Sean Atchison,19456
General_2020,Legislative,District 12,Pos. 1,380,< 25%,15819,Keith Goehner,45817,Adrianne Moore,29998
General_2020,Legislative,District 12,Pos. 2,380,< 25%,55016,Mike Steele,57281,Write-In,2265
General_2020,Legislative,District 13,Pos. 1,88,< 25%,28597,Tom Dent,47701,Eduardo Castaneda-Díaz,19104
General_2020,Legislative,District 13,Pos. 2,88,< 25%,54005,Alex Ybarra,55215,Write-In,1210
General_2020,Legislative,District 14,Pos. 1,58,< 25%,12798,Chris Corry,39519,Tracy Rushing,26721
General_2020,Legislative,District 14,Pos. 2,58,< 25%,12850,Gina Mosbrucker,39285,Devin Kuh,26435
General_2020,Legislative,District 15,Pos. 1,172,< 25%,7408,Bruce Chandler,26784,Jack McEntire,19376
General_2020,Legislative,District 15,Pos. 2,172,< 25%,8440,Jeremie Dufault,27313,AJ Cooper,18873
General_2020,Legislative,District 16,Pos. 1,172,< 25%,16514,Mark Klicker,38570,Frances Chvatal,22056
General_2020,Legislative,District 16,Pos. 2,172,< 25%,21979,Skyler Rude,41142,Carly Coburn,19163
General_2020,Legislative,District 17,Pos. 2,496,< 25%,28372,Paul Harris,48392,Bryan White,20020
General_2020,Legislative,District 17,Pos. 1,496,25-50%,1771,Vicki Kraft,41908,Tanisha L. Harris,40137
General_2020,Legislative,District 18,Pos. 1,319,< 25%,21152,Brandon Vick,57566,Kassandra Bessert,36414
General_2020,Legislative,District 18,Pos. 2,319,< 25%,13316,Larry Hoff,53773,Donna L. Sinclair,40457
General_2020,Legislative,District 19,Pos. 1,77,< 25%,13690,Jim Walsh,43315,Marianna Everson,29625
General_2020,Legislative,District 19,Pos. 2,77,< 25%,3770,Joel McEntire,38369,Brian E. Blake,34599
General_2020,Legislative,District 20,Pos. 1,103,< 25%,34405,Peter Abbarno,58484,Timothy Zahn,24079
General_2020,Legislative,District 20,Pos. 2,103,< 25%,37678,Ed Orcutt,60030,Will Rollet,22352
General_2020,Legislative,District 21,Pos. 1,1715,< 25%,22992,Strom H. Peterson,50793,Brian Thompson,27801
General_2020,Legislative,District 21,Pos. 2,1715,< 25%,25012,Lillian Ortiz-Self,51619,Amy Schaper,26607
General_2020,Legislative,District 22,Pos. 1,416,< 25%,29884,Laurie Dolan,59959,J. D. Ingram,30075
General_2020,Legislative,District 22,Pos. 2,416,< 25%,18016,Jessica Bateman,54219,Dusty Pierpoint,36203
General_2020,Legislative,District 23,Pos. 1,130,< 25%,20534,Tarra Simmons,53154,April Ferguson,32620
General_2020,Legislative,District 23,Pos. 2,130,< 25%,21108,Drew Hansen,53425,Elaina Gonzales-Blanton,32317
General_2020,Legislative,District 24,Pos. 1,68,< 25%,7758,Mike Chapman,49965,Sue Forde,42207
General_2020,Legislative,District 24,Pos. 2,68,< 25%,6747,Steve Tharinger,49262,Brian Pruiett,42515
General_2020,Legislative,District 25,Pos. 1,359,< 25%,5313,Kelly Chambers,41055,Jamie Smith,35742
General_2020,Legislative,District 25,Pos. 2,359,< 25%,3836,Cyndy Jacobsen,40242,Brian Duthie,36406
General_2020,Legislative,District 26,Pos. 1,175,< 25%,5058,Jesse L. Young,47171,Carrie Hesch,42113
General_2020,Legislative,District 26,Pos. 2,175,< 25%,8784,Michelle Caldier,48973,Joy Stanford,40189
General_2020,Legislative,District 27,Pos. 1,460,< 25%,42612,Laurie Jinkins,54770,Ryan Talen,12158
General_2020,Legislative,District 27,Pos. 2,460,< 25%,31904,Jake Fey,52081,Barry Knowles,20177
General_2020,Legislative,District 28,Pos. 1,441,< 25%,10188,Mari Leavitt,39973,Kevin Ballard,29785
General_2020,Legislative,District 28,Pos. 2,441,< 25%,7138,Dan Bronoske,38365,Chris Nye,31227
General_2020,Legislative,District 29,Pos. 1,281,< 25%,15889,Melanie Morgan,36634,Koshin Mohamed Fidaar,20745
General_2020,Legislative,District 29,Pos. 2,281,< 25%,10530,Steve Kirby,34149,Terry Harder,23619
General_2020,Legislative,District 30,Pos. 1,1330,< 25%,9932,Jamila Taylor,36338,Martin A. Moore,26406
General_2020,Legislative,District 30,Pos. 2,1330,< 25%,12993,Jesse Johnson,37941,Jack Walsh,24948
General_2020,Legislative,District 31,Pos. 1,327,< 25%,23211,Drew Stokesbary,54517,Katie Young,31306
General_2020,Legislative,District 31,Pos. 2,327,< 25%,22201,Eric E. Robertson,53858,Thomas R. Clark,31657
General_2020,Legislative,District 32,Pos. 1,1771,< 25%,33045,Cindy Ryu,52703,Shirley Sutton,19658
General_2020,Legislative,District 32,Pos. 2,1771,< 25%,42790,Lauren Davis,59115,Tamra Smilanich,16325
General_2020,Legislative,District 33,Pos. 1,2936,< 25%,26127,Tina L. Orwall,43397,Kerry French,17270
General_2020,Legislative,District 33,Pos. 2,2936,< 25%,27455,Mia Su-Ling Gregerson,42578,Marliza Melzer,15123
General_2020,Legislative,District 34,Pos. 1,1767,< 25%,71916,Eileen L. Cody,73609,Write-In,1693
General_2020,Legislative,District 34,Pos. 2,1767,< 25%,71580,Joe Fitzgibbon,73231,Write-In,1651
General_2020,Legislative,District 35,Pos. 1,115,< 25%,14183,Dan Griffey,49314,Colton Myers,35131
General_2020,Legislative,District 35,Pos. 2,115,< 25%,10950,Drew C. MacEwen,47618,Darcy Huffman,36668
General_2020,Legislative,District 36,Pos. 1,773,< 25%,84767,Noel Christina Frame,86090,Write-In,1323
General_2020,Legislative,District 36,Pos. 2,773,< 25%,16586,Liz Berry,55717,Sarah Reyneveld,39131
General_2020,Legislative,District 37,Pos. 1,3259,< 25%,50392,Sharon Tomiko Santos,63557,John Stafford,13165
General_2020,Legislative,District 37,Pos. 2,3259,< 25%,25074,Kirsten Harris-Talley,50780,Chukundi Salisbury,25706
General_2020,Legislative,District 38,Pos. 1,816,< 25%,12079,Emily Wicks,39730,Bert Johnson,27651
General_2020,Legislative,District 38,Pos. 2,816,< 25%,22368,Mike Sells,43178,David Wiley,20810
General_2020,Legislative,District 39,Pos. 1,362,< 25%,16367,Robert J. Sutherland,48716,Claus Joens,32349
General_2020,Legislative,District 39,Pos. 2,362,< 25%,21234,Carolyn Eslick,51067,Ryan Johnson,29833
General_2020,Legislative,District 40,Pos. 1,204,< 25%,61983,Debra Lekanoff,64898,Write-In,2915
General_2020,Legislative,District 40,Pos. 2,204,< 25%,31507,Alex Ramel,58915,Russ Dzialo,27408
General_2020,Legislative,District 41,Pos. 1,1714,< 25%,61684,Tana Senn,63815,Write-In,2131
General_2020,Legislative,District 41,Pos. 2,1714,< 25%,27801,My-Linh Thai,55609,Al Rosenthal,27808
General_2020,Legislative,District 42,Pos. 1,292,< 25%,2156,Alicia Rule,47260,Luanne Van Werven,45104
General_2020,Legislative,District 42,Pos. 2,292,< 25%,3201,Sharon Shewmake,47702,Jennifer Sefzik,44501
General_2020,Legislative,District 43,Pos. 1,980,< 25%,77857,Nicole Macri,86409,Leslie Klein,8552
General_2020,Legislative,District 43,Pos. 2,980,< 25%,30759,Frank Chopp,61788,Sherae Lascelles,31029
General_2020,Legislative,District 44,Pos. 1,1359,< 25%,12767,John Lovick,50729,John T. Kartak,37962
General_2020,Legislative,District 44,Pos. 2,1359,25-50%,3155,April Berg,45572,Mark A. James,42417
General_2020,Legislative,District 45,Pos. 1,2310,< 25%,36408,Roger Goodman,60186,John P. Gibbons,23778
General_2020,Legislative,District 45,Pos. 2,2310,< 25%,28745,Larry Springer,56562,Amber Krabach,27817
General_2020,Legislative,District 46,Pos. 1,1266,< 25%,61859,Gerry Pollet,76563,Eric J. Brown,14704
General_2020,Legislative,District 46,Pos. 2,1266,< 25%,57672,Javier Valdez,74377,Beth Daranciang,16705
General_2020,Legislative,District 47,Pos. 1,2308,< 25%,12428,Debra Entenman,42147,Kyle Lyebyedyev,29719
General_2020,Legislative,District 47,Pos. 2,2308,< 25%,12804,Pat Sullivan,42399,Ted Cooke,29595
General_2020,Legislative,District 48,Pos. 1,2036,< 25%,29542,Vandana Slatter,49426,Victor H. Bishop,19884
General_2020,Legislative,District 48,Pos. 2,2036,< 25%,29098,Amy Walen,49213,Tim J. Hickey,20115
General_2020,Legislative,District 49,Pos. 1,397,< 25%,18948,Sharon Wylie,45684,Justin Forsman,26736
General_2020,Legislative,District 49,Pos. 2,397,< 25%,18367,Monica Stonier,45578,Park Llafet,27211
General_2019,Legislative,District 13,Pos. 2,88,< 25%,15940,Alex Ybarra,24211,Steve Verhey,8271
General_2018,Legislative,District 1,Pos. 1,1495,< 25%,26956,Derek Stanford,47881,Josh Colver,20925
General_2018,Legislative,District 1,Pos. 2,1495,< 25%,18412,Shelley Kloba,43560,Debra Blodgett,25148
General_2018,Legislative,District 2,Pos. 1,227,< 25%,10393,Andrew Barkis,33717,Anneliese Feld,23324
General_2018,Legislative,District 2,Pos. 2,227,< 25%,42571,JT Wilcox,42571,,0
General_2018,Legislative,District 3,Pos. 1,330,< 25%,14798,Marcus Riccelli,33539,Tom Taylor,18741
General_2018,Legislative,District 3,Pos. 2,330,< 25%,11661,Timm Ormsby,31983,Dave Lucas,20322
General_2018,Legislative,District 4,Pos. 1,213,< 25%,10609,Matt Shea,39572,Ted Cummings,28963
General_2018,Legislative,District 4,Pos. 2,213,< 25%,16359,Bob McCaslin,42613,Mary May,26254
General_2018,Legislative,District 5,Pos. 2,774,< 25%,3386,Lisa Callan,39330,Paul Graves,35944
General_2018,Legislative,District 5,Pos. 1,774,25-50%,2280,Bill Ramos,38972,Chad Magendanz,36692
General_2018,Legislative,District 6,Pos. 1,356,< 25%,4756,Mike Volz,36800,Kay Murano,32044
General_2018,Legislative,District 6,Pos. 2,356,> 50%,672,Jenny Graham,34644,Dave Wilson,33972
General_2018,Legislative,District 7,Pos. 1,51,< 25%,25498,Jacquelin Maycumber,47365,Randall (Randy) Michaelis,21867
General_2018,Legislative,District 7,Pos. 2,51,< 25%,24717,Joel Kretz,46987,Mike Bell,22270
General_2018,Legislative,District 8,Pos. 1,471,< 25%,18056,Brad Klippert,38570,Shir Regev,20514
General_2018,Legislative,District 8,Pos. 2,471,< 25%,19091,Matt Boehnke,38817,Christopher Tracy,19726
General_2018,Legislative,District 9,Pos. 1,168,< 25%,15047,Mary Dye,33978,Jenn Goulet,18931
General_2018,Legislative,District 9,Pos. 2,168,< 25%,11052,Joe Schmick,31749,Matthew Sutherland,20697
General_2018,Legislative,District 10,Pos. 1,133,< 25%,3134,Norma Smith,37803,Scott McMullen,34669
General_2018,Legislative,District 10,Pos. 2,133,< 25%,685,Dave Paul,36428,Dave Hayes,35743
General_2018,Legislative,District 11,Pos. 1,2381,< 25%,36327,Zack Hudgins,36327,,0
General_2018,Legislative,District 11,Pos. 2,2381,< 25%,36300,Steve Bergquist,36300,,0
General_2018,Legislative,District 12,Pos. 1,380,< 25%,6660,Keith Goehner,32598,Ann Diamond,25938
General_2018,Legislative,District 12,Pos. 2,380,< 25%,16109,Mike Steele,37223,Valerie Sarratt,21114
General_2018,Legislative,District 13,Pos. 1,88,< 25%,21103,Tom Dent,35233,Jesse Hegstrom Oakey,14130
General_2018,Legislative,District 13,Pos. 2,88,< 25%,10860,Matt Manweller,29811,Sylvia Hammond,18951
General_2018,Legislative,District 14,Pos. 1,58,< 25%,9164,Chris Corry,30763,Sasha Bentley,21599
General_2018,Legislative,District 14,Pos. 2,58,< 25%,11511,Gina Mosbrucker,31885,Liz Hallock,20374
General_2018,Legislative,District 15,Pos. 1,172,< 25%,6514,Bruce Chandler,20027,Jack McEntire,13513
General_2018,Legislative,District 15,Pos. 2,172,< 25%,7073,Jeremie Dufault,20275,A.J. Cooper,13202
General_2018,Legislative,District 16,Pos. 1,172,< 25%,12088,William 'Bill' Jenkin,29914,Everett Maroon,17826
General_2018,Legislative,District 16,Pos. 2,172,< 25%,10452,Skyler Rude,29157,Rebecca Francik,18705
General_2018,Legislative,District 17,Pos. 2,496,< 25%,8894,Paul Harris,33580,"Damion E Jiles, Sr.",24686
General_2018,Legislative,District 17,Pos. 1,496,> 50%,859,Vicki Kraft,29807,Tanisha Harris,28948
General_2018,Legislative,District 18,Pos. 1,319,< 25%,8007,Brandon Vick,39434,Chris Thobaben,31427
General_2018,Legislative,District 18,Pos. 2,319,< 25%,3901,Larry A. Hoff,37429,Kathy Gillespie,33528
General_2018,Legislative,District 19,Pos. 1,77,< 25%,484,Jim Walsh,28569,Erin Frasier,28085
General_2018,Legislative,District 19,Pos. 2,77,< 25%,4545,Brian E. Blake,30405,Joel McEntire,25860
General_2018,Legislative,District 20,Pos. 1,103,< 25%,14860,Richard DeBolt,38225,John Thompson,23365
General_2018,Legislative,District 20,Pos. 2,103,< 25%,17444,Ed Orcutt,39992,Brennan Bailey,22548
General_2018,Legislative,District 21,Pos. 1,1715,< 25%,18698,Strom Peterson,39007,Amy Schaper,20309
General_2018,Legislative,District 21,Pos. 2,1715,< 25%,18187,Lillian Ortiz-Self,38626,Petra Bigea,20439
General_2018,Legislative,District 22,Pos. 1,416,< 25%,27215,Laurie Dolan,47261,C Davis,20046
General_2018,Legislative,District 22,Pos. 2,416,< 25%,26124,Beth Doglio,46275,Allen Acosta,20151
General_2018,Legislative,District 23,Pos. 1,130,< 25%,11570,Sherry V. Appleton,37982,Becky Erickson,26412
General_2018,Legislative,District 23,Pos. 2,130,< 25%,48232,Drew Hansen,48232,,0
General_2018,Legislative,District 24,Pos. 1,68,< 25%,11979,Mike Chapman,43504,Jodi Wilke,31525
General_2018,Legislative,District 24,Pos. 2,68,< 25%,8589,Steve Tharinger,41630,Jim McEntire,33041
General_2018,Legislative,District 25,Pos. 1,359,> 50%,611,Kelly Chambers,27561,Jamie Smith,26950
General_2018,Legislative,District 25,Pos. 2,359,25-50%,1288,Chris Gildon,27701,Brian Duthie,26413
General_2018,Legislative,District 26,Pos. 1,175,< 25%,2607,Jesse L. Young,36120,Connie FitzPatrick,33513
General_2018,Legislative,District 26,Pos. 2,175,< 25%,7106,Michelle Caldier,38339,Joy Stanford,31233
General_2018,Legislative,District 27,Pos. 1,460,< 25%,23910,Laurie Jinkins,40108,Kyle Paskewitz,16198
General_2018,Legislative,District 27,Pos. 2,460,< 25%,24244,Jake Fey,39243,Donald Golden,14999
General_2018,Legislative,District 28,Pos. 1,441,< 25%,2946,Mari Leavitt,27735,Richard (Dick) Muri,24789
General_2018,Legislative,District 28,Pos. 2,441,< 25%,7793,Christine Kilduff,29955,Maia Espinoza,22162
General_2018,Legislative,District 29,Pos. 1,281,< 25%,8250,Melanie Morgan,22817,Terry Harder,14567
General_2018,Legislative,District 29,Pos. 2,281,< 25%,28180,Steve Kirby,28180,,0
General_2018,Legislative,District 30,Pos. 1,1330,< 25%,10478,Mike Pellicciotti,28563,Linda Kochmar,18085
General_2018,Legislative,District 30,Pos. 2,1330,< 25%,13136,Kristine M. Reeves,29635,Mark Greene,16499
General_2018,Legislative,District 31,Pos. 1,327,< 25%,11156,Drew Stokesbary,36844,Victoria Mena,25688
General_2018,Legislative,District 31,Pos. 2,327,< 25%,10628,Morgan Irwin,36467,Mark Boswell,25839
General_2018,Legislative,District 32,Pos. 1,1771,< 25%,33714,Cindy Ryu,49413,Diodato (Dio) Boucsieguez,15699
